details,price,adress,image_link,page,category
Yamaha Aerox nouveau modèle 50cc ,700000,Dakar, media/annonces/pics/thumbs/c6189e5446f698369025242b65ee5f98.jpeg ,17,vehicles
JEEP GRAND,13500000,Dakar, media/annonces/pics/thumbs/b98818cd688269a57790c38c3b3e622c.jpeg ,17,vehicles
FORD FUSION TITANIUM ,5800000,Dakar, media/annonces/pics/thumbs/a0d9df51b125425630fa7d58f9065342.jpeg ,17,vehicles
Chevrolet Captiva,3500000,Dakar, img/nophoto.png ,17,vehicles
Marque Peugeot ,7500000,Dakar, media/annonces/pics/thumbs/cb3f590cdbcb1c85339c8e456158451c.jpeg ,17,vehicles
Hyundai sonata Y20,4600000,Dakar, media/annonces/pics/thumbs/f8fe6d490e4da524fc850a8c9f710187.jpeg ,17,vehicles
GMC ,6000000,Dakar, media/annonces/pics/thumbs/85657452ffecb468fe6f803e7509b6f8.jpeg ,17,vehicles
Ford Escape TITANIUM,6500000,Dakar, media/annonces/pics/thumbs/991aba852bd6739407cf4dc8efeba278.jpeg ,17,vehicles
CHEVROLET TRAX LT,8500000,Dakar, media/annonces/pics/thumbs/83c327a5e8b534ea5df65085a44ec05a.jpeg ,17,vehicles
"RENAULT MASTER,ANNÉE 2015",12500000,Dakar, media/annonces/pics/thumbs/f5ba62db67bdbf264edb21c2afc12c0e.jpeg ,17,vehicles
Mazda  ,14500000,Dakar, media/annonces/pics/thumbs/03f3a634840e61c388590eb9320c4f95.jpeg ,17,vehicles
Opel Insignia 2011,2750000,Dakar, media/annonces/pics/thumbs/85f1cfa46ebe563bdf3f25b8d0a79e57.jpeg ,17,vehicles
Hyundai sonata,4200000,Dakar, media/annonces/pics/thumbs/bb11f713c78f6347247458e18ccc4de7.jpeg ,17,vehicles
PEUGEOT 308 BREAK,4500000,Dakar, media/annonces/pics/thumbs/56c625c4449d3bf6a6f01b05e580e321.jpeg ,17,vehicles
Toyota Rav4,15500000,Dakar, media/annonces/pics/thumbs/4bbfe08779e8cfd8398080e224573986.jpeg ,17,vehicles
Transfert aéroport  avec voiture climatisée. 30 000 Frs.,30000,Dakar, media/annonces/pics/thumbs/ea4f090e4d47fa784a544f00961caedf.jpg ,17,vehicles
Toyota Hilux,12500000,Dakar, media/annonces/pics/thumbs/4df1a27e399b5466a9f456a6d7eb5bf5.jpeg ,17,vehicles
HYUNDAI ,15500000,Dakar, media/annonces/pics/thumbs/394d09715ae3c1ddb33b680e78e19feb.jpeg ,17,vehicles
FORD ,10000000,Dakar, media/annonces/pics/thumbs/775a1e29664a8797dd44f4777cc128d8.jpeg ,17,vehicles
"Peugeot 2008 ,ANNÉE 2015",7500000,Dakar, media/annonces/pics/thumbs/c506467e44b0025e9ae9dc6a7dfbf918.jpeg ,17,vehicles
 Hyundai,11500000,Dakar, media/annonces/pics/thumbs/5bb091d5b10a68fbbd2735eaa39b3eeb.jpeg ,18,vehicles
XADW 750 ANNÉE 2018 ,3000000,Dakar, media/annonces/pics/thumbs/828c8e97051850f542cc9fd0fbb70004.jpeg ,18,vehicles
Kia,9900000,Dakar, media/annonces/pics/thumbs/c634f9536cd963503e0617c1d8313a35.jpeg ,18,vehicles
Nissan Rogue SL awd,4500000,Dakar, media/annonces/pics/thumbs/bb36734aa610782ec2b7f802904f9771.jpeg ,18,vehicles
FORD FUSION TITANIUM ,5700000,Dakar, media/annonces/pics/thumbs/1c8ffe4bf134dece0a1439dc67226617.jpeg ,18,vehicles
Renault scenic 3 ,3600000,Cambérène, media/annonces/pics/thumbs/a606fda2eb163fd1b5d298ed6782e617.jpeg ,18,vehicles
Ford fusion TITANIUM ,6800000,Dakar, media/annonces/pics/thumbs/643513dfea3f49e9b6c5d57a6e337188.jpeg ,18,vehicles
KIA SPORTAGE,18000000,Dakar, media/annonces/pics/thumbs/2a34e3583a4dff5eaf268c5f383679cc.jpeg ,18,vehicles
BMW X6 VENANT DE COREE DU SUD,30000000,Almadies, media/annonces/pics/thumbs/e9db23a43fcbd607eed4aee5d61dabb2.jpeg ,18,vehicles
Kia Sportage,19500000,Dakar, media/annonces/pics/thumbs/a8679f6ec8d1721a10c5359ec2d8f8df.jpeg ,18,vehicles
Citroën Cactus,6700000,Dakar, media/annonces/pics/thumbs/44cc142aee47d26f923bce53bc40cc8d.jpeg ,18,vehicles
HUNDAI SONATA,3700000,Dakar, media/annonces/pics/thumbs/a30ac0da0f5b1f6a8a7e633721662468.jpeg ,18,vehicles
Peugeot 3008,22500000,Dakar, media/annonces/pics/thumbs/9fcae06373236c12e74c21e8f06b0f98.jpeg ,18,vehicles
KIA SPORTAGE EX ,16500000,Dakar, media/annonces/pics/thumbs/cd8e314ca689e43db0dbeae2dfc74a88.jpeg ,18,vehicles
TOYOTA HIGHLANDER,23000000,Dakar, media/annonces/pics/thumbs/9c36f12d48bd8b93c362add1a49c389a.jpeg ,18,vehicles
Ford explorer ,7700000,Dakar, media/annonces/pics/thumbs/dcaa9bc7db79e6b4a001a7ef4449e7c7.jpeg ,18,vehicles
KIA SPORTAGE ,12800000,Dakar, media/annonces/pics/thumbs/b6932bb120ce7581d12225a5beb66e0b.jpeg ,18,vehicles
FORD ESCAPE TITANIUM ,6200000,Dakar, media/annonces/pics/thumbs/da228a976e1cf7324ee8f601af85fe99.jpeg ,18,vehicles
Jakarta KTM,450000,HLM, media/annonces/pics/thumbs/9ad92ac4a38681dc4497c6eb96a9c5f3.jpeg ,18,vehicles
"Hyundai elantra GT ,ANNÉE 2013",5500000,Dakar, media/annonces/pics/thumbs/f57aab4e762967871e7c724f2e73e111.jpeg ,18,vehicles
"Mazda 5,ANNÉE 2015",5500000,Dakar, media/annonces/pics/thumbs/c578ddb307b125a388382a1ed72189da.jpeg ,18,vehicles
"PEUGEOT 3008,ANNÉE 2015",6800000,Dakar, media/annonces/pics/thumbs/13e6de9b7105879b49551f2bc6fede1d.jpeg ,18,vehicles
"PEUGEOT 3008,ANNÉE 2015",6800000,Dakar, media/annonces/pics/thumbs/d9cf0480b270c081358328f23fe5c59d.jpeg ,18,vehicles
Toyota Rav4,7700000,Dakar, media/annonces/pics/thumbs/5942f97444d51add7c6c7cc8a842962b.jpeg ,18,vehicles
Chevrolet Cruze,3500000,Dakar, media/annonces/pics/thumbs/751debcdc3e0eb2232233b66e4854656.jpeg ,18,vehicles
Hyundai ANNÉE 2010,2600000,Dakar, media/annonces/pics/thumbs/cd8e93bf095fd91ac5cc7b069f614fe9.jpeg ,18,vehicles
FORD EDGE SEL,17000000,Dakar, media/annonces/pics/thumbs/feca5873e5fa41748f228979655f88f5.jpeg ,18,vehicles
Ford focus année 2012 ,3500000,Dakar, media/annonces/pics/thumbs/09a5078946999473999749cf0afa904c.jpeg ,18,vehicles
Peugeot 207 Annee 2011,3500000,Dakar, media/annonces/pics/thumbs/d80e5a10304a2620376147fb39ec8d30.jpeg ,18,vehicles
FORD ESCAPE SE,7500000,Dakar, media/annonces/pics/thumbs/a931406dbf3074c86eb0f850ee3a8a10.jpeg ,18,vehicles
Hyundai Elantra gt,5700000,Saly, media/annonces/pics/thumbs/4fe25d0e7f0e2572a7937a92b1102d2f.jpg ,18,vehicles
HUNDAI Sonata 2011,220000000,Dieuppeul, media/annonces/pics/thumbs/a01edc0388dac2bda1d40739fad4a41f.png ,18,vehicles
MAZDA CX5,11500000,Dakar, media/annonces/pics/thumbs/1caf9d0b34794daa51059889d14c5768.jpeg ,18,vehicles
Burgman Executive 200ie injection ABS Venant ,675000,Dakar, media/annonces/pics/thumbs/d6d26d993bfc14ff0a634026ad3c9514.jpg ,18,vehicles
SUBARU IMPREZA,4500000,Dakar, media/annonces/pics/thumbs/71875ce6f5002d270d29e52b2752c6fb.jpeg ,18,vehicles
KIA K9 ,10000000,Dakar, media/annonces/pics/thumbs/2ce01e4a7e17ca47a63616ce4d85e24a.jpeg ,18,vehicles
Kia optima Hybrid,5500000,Dakar, media/annonces/pics/thumbs/9d07d07422f6cb0846d15737b79c37de.jpeg ,18,vehicles
HYUNDAI TUCSSON,9700000,Dakar, media/annonces/pics/thumbs/9ca79c11792af59fcc4d63be2d1ef624.jpeg ,18,vehicles
RANGE ROVER ,195000000,Dakar, media/annonces/pics/thumbs/61d66d1af61dca4819baef687b3b426f.jpeg ,18,vehicles
CITROËN C4,4200000,Dakar, media/annonces/pics/thumbs/0a9606590bf0e29e8e67d855aa8a2d8b.jpeg ,18,vehicles
Hyundai grandeur modèle 2015,7500000,Dakar, media/annonces/pics/thumbs/3ab84b55b2588eb2838e94ca3c30d954.jpeg ,18,vehicles
Mercedes c180 annee 2011,4500000,Dieuppeul, media/annonces/pics/thumbs/fda6a43237942317ee955e6cff7abb32.jpeg ,19,vehicles
Kia optima ex 2013,3500000,Fass, media/annonces/pics/thumbs/617c5f82f79f6c9bc813d6ecaf32f704.jpeg ,19,vehicles
HYUNDAI SANTA FE,19500000,Point E, media/annonces/pics/thumbs/a8240c8998f815887a2638871fc3d107.jpeg ,19,vehicles
Peugeot Expert,6500000,Point E, media/annonces/pics/thumbs/89bbe82cdb40ccb016ffd449b75379df.jpeg ,19,vehicles
Location de véhicules,35000,Parcelles assainies, media/annonces/pics/thumbs/cae385dd37c3c2f27a84f1c202c13043.jpeg ,19,vehicles
FORD Focus SEL,4000000,Point E, media/annonces/pics/thumbs/6092f641cac56f76c99df567e15e8d90.jpeg ,19,vehicles
Renault Mégane ,8000000,Point E, media/annonces/pics/thumbs/1d2da802c8ce6ee92be1a101a40d26c6.jpeg ,19,vehicles
Scooter suzuki,300000,Rufisque, media/annonces/pics/thumbs/cfdca3a3126c8698e4c1ef00f746abcb.jpg ,19,vehicles
Mazda Cx5 GT ANNÉE 2015,8800000,Point E, media/annonces/pics/thumbs/d8e3446e1485974f031dc533c36c9960.jpeg ,19,vehicles
KIA SPORTAGE,18000000,Point E, media/annonces/pics/thumbs/acc24b0706ba616b5f9da5c5643e3e74.jpeg ,19,vehicles
Renault qm3,7000000,Point E, media/annonces/pics/thumbs/2cdf7f6089c09fc77956a8ee016c83da.jpeg ,19,vehicles
PEUGEOT 3008,14000000,Point E, media/annonces/pics/thumbs/1eb7a6aa01cdac6bf86f6327ab563df0.jpeg ,19,vehicles
Mazda 6,3300000,Point E, media/annonces/pics/thumbs/7da6683ce015ae86c59544e72f60931b.jpeg ,19,vehicles
Ford Fusion SE 2014,5400000,Point E, media/annonces/pics/thumbs/dd22bf7496a219ef5f63fbcb60188bca.jpeg ,19,vehicles
Ford fusion titanium 2016,7000000,Point E, media/annonces/pics/thumbs/6eea1605161f10d04aa47e23781fcd9b.jpeg ,19,vehicles
MITSUBISHI RVR,13000000,Point E, media/annonces/pics/thumbs/10f4f0b97721d39e2aede6072f52a96e.jpeg ,19,vehicles
Ford Fiesta,3200000,Point E, media/annonces/pics/thumbs/c347c8e01dbea435ca77b7bcfe8fbbdb.jpeg ,19,vehicles
BMW SERIE 4-431i,12500000,Point E, media/annonces/pics/thumbs/26f1dee1b83ac25d761958a556be3ee8.jpeg ,19,vehicles
BMW X5,8500000,Point E, media/annonces/pics/thumbs/75938563b455447985cd689e7fe042bd.jpeg ,19,vehicles
Mercedes C300 2012,2900000,Dakar, media/annonces/pics/thumbs/70ea61571d864f15b68781050a4a270a.jpeg ,19,vehicles
Chevrolet cruze,3000000,Ouakam, media/annonces/pics/thumbs/2918bba23929ede67cfe5aafdd8dc339.jpeg ,19,vehicles
Range Rover Evoque 2013,11950000,Dakar, media/annonces/pics/thumbs/653a53250bfcbec54cd5437418e21b85.jpeg ,19,vehicles
Liberty s nouveau modèle 50cc ,375000,Dakar, media/annonces/pics/thumbs/09763bc07001e4da66facd74bb95338a.jpeg ,19,vehicles
Liberty 4t50cc,285000,Dakar, media/annonces/pics/thumbs/8e36720ab7129702d24484045a5110c6.jpeg ,19,vehicles
Liberty 4t50cc,300000,Dakar, media/annonces/pics/thumbs/470fcc848faccb2f72205049407a38b1.jpeg ,19,vehicles
Range Rover Evoque 2013,11950000,Dakar, media/annonces/pics/thumbs/92741fa7f242e27f566d75ac2420d84c.jpeg ,19,vehicles
Casque LS2,150000,Niarry Tally, media/annonces/pics/thumbs/09eaf29ad582c5dd7559d6b868cdf627.jpeg ,19,vehicles
Ford Escape Titanium 2015,8000000,Médina, media/annonces/pics/thumbs/6092bc135dca429d5bb72816ad5882ed.jpeg ,19,vehicles
LOCATION TOYOTA FORTUNER AVEC CHAUFFEUR A BON PRIX,65000,Liberté 2, media/annonces/pics/thumbs/8aa9647501fc44e2b5b5be3d727c84af.jpg ,19,vehicles
Ford Fusion Titanium 2016,6000000,Dakar, media/annonces/pics/thumbs/9f9f5f4a63fd7b0355457f6b64a6425b.jpeg ,19,vehicles
PEUGEOT 3008 20014,5500000,Keur Massar, media/annonces/pics/thumbs/8e60bd6f5a43e438c8591ca70d971786.jpg ,19,vehicles
Ford Fusion Titanium 2016,6000000,Dakar, media/annonces/pics/thumbs/ef6c841d3c22e0df1aae1dc293d84576.jpeg ,19,vehicles
BMW X5 XDRIVER 35i A BON PRIX,18000000,Liberté 2, media/annonces/pics/thumbs/0aa577e36e0df5464ce0fcbdf3dfe2d5.jpg ,19,vehicles
Location de voiture Hyundai Full options,40000,Parcelles assainies, media/annonces/pics/thumbs/176402402f89ef80919b27d4cbec400b.jpeg ,19,vehicles
T-MAX HONDA FORZA 2019,1700000,Pikine, media/annonces/pics/thumbs/162442a662c5cffd0bee39cfcfe727b1.jpeg ,19,vehicles
Malette moto,150000,Hann Maristes, media/annonces/pics/thumbs/7c7093dbf48ed6c5b3fabea3792836cb.jpg ,19,vehicles
Vente camion-citerne ASTRA fournisseur en BELGIQUE,75872170,Dakar, media/annonces/pics/thumbs/0131160e0d839dbad03bd59b26d0df98.jpeg ,19,vehicles
Infinity JX35 2013,8900000,Rufisque, media/annonces/pics/thumbs/f3583f1a4ffe3e22e57095335ceca50f.jpeg ,19,vehicles
Casque Moto,29500,Hann Maristes, media/annonces/pics/thumbs/6b85c6b4af7fe92a70ebd9642462641e.jpg ,19,vehicles
Piaggio zip 80,180000,Ouest Foire, media/annonces/pics/thumbs/06e4cd6a67e94344637456d8b6fbfafd.jpeg ,19,vehicles
Ventouse de débosselage de carrosserie véhicule/verres,10000,Hann Bel-Air, media/annonces/pics/thumbs/e6240c06dc143ceded322726ebbc5cfc.jpeg ,19,vehicles
Mini aspirateur,10000,Médina, media/annonces/pics/thumbs/03ee58661bb7563d430e616c278d1039.jpg ,19,vehicles
Ford Fusion Titanium,4800000,Médina, media/annonces/pics/thumbs/d7beae5774062de065d1c16af3420377.jpeg ,20,vehicles
Kymco Dink 125cm3 carburateur Venant ,575000,Fass, media/annonces/pics/thumbs/324f646d87a94032061dbf4ed0a87518.jpg ,20,vehicles
Malaguty f12r nouveau modèle 50cc ,365000,Dakar, media/annonces/pics/thumbs/bf4dcec0a4eddedcee0ca6159b3308c7.jpeg ,20,vehicles
Mazda cx5 ANNÉE 2014,5900000,Dakar, media/annonces/pics/thumbs/3ebf82ef9fe4486e9a57354f682cba66.jpeg ,20,vehicles
Hyundai i30 ANNÉE 2010,29500000,Dakar, img/nophoto.png ,20,vehicles
Peugeot 308 new model break année 2015,5700000,Dakar, media/annonces/pics/thumbs/0c20400fd66631662ec5285247d58c41.jpeg ,20,vehicles
Ford Escape année 2011,4700000,Dakar, media/annonces/pics/thumbs/c764dc61e055b405d9022b77983b57a1.jpeg ,20,vehicles
Chevrolet Aveo 2009,1600000,Guédiawaye, media/annonces/pics/thumbs/d51aff28d070e87087afe2d038268e5e.jpeg ,20,vehicles
Honda intégrale ,1800000,Dakar, media/annonces/pics/thumbs/775a47d84f63afca5b9550b405d752e3.jpeg ,20,vehicles
Burgman 150cm3 carburateur Venant papiers cmc original disponible ,600000,Fass, media/annonces/pics/thumbs/74056143b1978bb66ad5b46fe8101b97.jpg ,20,vehicles
FORD FOCUS BREAK ANNÉE 2009,2900000,Dakar, media/annonces/pics/thumbs/7059c800d1990236c6ae98d0d1965588.jpeg ,20,vehicles
Nissan Rogue ANNÉE 2016,7800000,Dakar, media/annonces/pics/thumbs/735147292d6069f1714db928db674afb.jpeg ,20,vehicles
Citroën c4 année 2015,5500000,Dakar, media/annonces/pics/thumbs/e8047b6a60226204c203a8584fa7b6f2.jpeg ,20,vehicles
TRICYCLE,1480000,Sacré Coeur, media/annonces/pics/thumbs/dfbb57f337a0e2683d5dc1480462d0c3.png ,20,vehicles
Ford fusion à louer,40000,Almadies, media/annonces/pics/thumbs/01509e3011a7c91682af35ff3b0e8316.jpg ,20,vehicles
Piaggio FLY 125cm3 carburateur Venant papiers cmc original disponible ,650000,Fass, media/annonces/pics/thumbs/4853475345fa1d4e88cf8437055e53f3.jpg ,20,vehicles
Ford fusion titanuim ,40000,Almadies, media/annonces/pics/thumbs/0d52b4d8acefa6c5e0c62a7618361239.jpg ,20,vehicles
Ford fusion titanium ANNÉE 2016,6500000,Dakar, media/annonces/pics/thumbs/517522207cd549706536e14a209bc076.jpeg ,20,vehicles
Hyundai Avante GDI ANNÉE 2016,7300000,Dakar, media/annonces/pics/thumbs/11bc8bbf37ec32dc6ae10d79f1c58021.jpeg ,20,vehicles
FORD EDGE TITANIUM  ANNÉE 2015,11000000,Dakar, media/annonces/pics/thumbs/333a081d092a2cd899f16d3a8ca69621.jpeg ,20,vehicles
Citroën Xsara,2100000,Dakar, media/annonces/pics/thumbs/edf2611eaee278e05f5d44e844f3ce42.jpg ,20,vehicles
Ford Fiesta hatchback St 2014,3800000,Dakar, media/annonces/pics/thumbs/7b6b91ca850c8c73d66456906cfeb2d7.jpeg ,20,vehicles
FORD FUSION ANNÉE 2014,3950000,Dakar, media/annonces/pics/thumbs/fac8eb454bcd80b6968af2a9cec2ed6a.jpeg ,20,vehicles
KIA SPORTAGE ANNÉE 2010,5900000,Dakar, media/annonces/pics/thumbs/ff586179b2c2287d479f96c5398c01ad.jpeg ,20,vehicles
Ford fusion Sel Année 2014,4700000,Dakar, media/annonces/pics/thumbs/a84918e823e083129f414b025d80f94d.jpeg ,20,vehicles
GPS TRACKER VEHICULE,55000,Sacré Coeur, media/annonces/pics/thumbs/e2858b2a15f6e53beef609f293af966c.jpg ,20,vehicles
HUNDAI ELANTRA  ANNÉE 2016,5500000,Dakar, media/annonces/pics/thumbs/db97d3d5d6771fa922a427a36d53b7d3.jpeg ,20,vehicles
Mercedes C300 2011,4500000,Parcelles assainies, media/annonces/pics/thumbs/24134c905bcec731d921b8b8a38ea42b.jpeg ,20,vehicles
MAZDA 3 ANNÉE 2014,2014,Dakar, media/annonces/pics/thumbs/430955f03f7f11d3f2a9633f4fb73cb3.jpeg ,20,vehicles
Kia Sportage Année 2016,12000000,Dakar, media/annonces/pics/thumbs/d8060fde8f6899f31f39482a7c999e9c.jpeg ,20,vehicles
SEAT ALTEA XL ANNÉE 2016,4000000,Dakar, media/annonces/pics/thumbs/1b723615a14ecf929a21f0975e7000b4.jpeg ,20,vehicles
Dacia Logan ANNÉE 2009,3900000,Dakar, media/annonces/pics/thumbs/70d74f64071451e6a1385d3486f4f37d.jpeg ,20,vehicles
Citroen Xsara ,2100000,Cambérène, media/annonces/pics/thumbs/49243fb6141e008203ec89fbb77d316a.jpg ,20,vehicles
BMW X5,20000000,Dakar, media/annonces/pics/thumbs/77b96f19ea767c01135d4dd2dd0ecb7b.jpeg ,20,vehicles
Kia Sorento 2014,5800000,Dakar, media/annonces/pics/thumbs/881b7512738d363d1468b3043d96f192.jpeg ,20,vehicles
Nissan Qashqai+2 2012,3850000,Dakar, media/annonces/pics/thumbs/0496f525bb7d31fe28e3038e124bcec5.jpeg ,20,vehicles
PEUGEOT 308 2012,3150000,Fass, media/annonces/pics/thumbs/f99375d33c2b47a493bd53260dc1986f.jpg ,20,vehicles
Peugeot kisbee Rs nouveau modèle 4t50cc ,375000,Dakar, media/annonces/pics/thumbs/8e29fe78567e2d67a8af3e14666adf50.jpeg ,20,vehicles
Ford Focus 2010,2200000,Tivaouane, media/annonces/pics/thumbs/8590a0de4c6a2ebbdf9f872e90376c0a.jpeg ,20,vehicles
Malaguty f12r nouveau modèle 50cc,375000,Dakar, media/annonces/pics/thumbs/9317b7feaead04e05f2086feeac323e8.jpeg ,20,vehicles
FORD ESCAPE 2014,3500000,Dakar, media/annonces/pics/thumbs/2d1d2552a4f8659f816d36cc51e2b797.jpeg ,20,vehicles
HYUNDAI TUCSON Année 2015,9500000,Dakar, media/annonces/pics/thumbs/f554fb251a9f8d302c7af69373c7ca88.jpeg ,21,vehicles
Ford Focus  Année 2010,2900000,Dakar, media/annonces/pics/thumbs/f027596aba57c75a6a833a1dfedb2bfe.jpeg ,21,vehicles
Toyota Rav4  Hybride  Année 2019,24000000,Dakar, media/annonces/pics/thumbs/6e257c92e468fd47568e008b1df3b9da.jpeg ,21,vehicles
Toyota Prado 2011,14300000,Dakar, media/annonces/pics/thumbs/57e8345f2fbc63af79d103328ab0a0fc.jpeg ,21,vehicles
Ford Fiesta 2008,1950000,Dakar, media/annonces/pics/thumbs/d2299f92c0fcc84b458b52050d72b59a.jpeg ,21,vehicles
Peugeot 308 nouveau modèle  Année 2014,6000000,Dakar, media/annonces/pics/thumbs/5175041eae1a828db0cae08176c648a8.jpeg ,21,vehicles
Fiat abarth année 2013,2500000,Dakar, media/annonces/pics/thumbs/16d3ad6925d2474c5e30f6a1acfc49c0.jpeg ,21,vehicles
CITROËN C3,2300000,Dakar, media/annonces/pics/thumbs/488e2e15d2252684d71917b0bd4969e3.jpeg ,21,vehicles
Peugeot 508 Année 2014,4800000,Dakar, media/annonces/pics/thumbs/13fce19662399c440e8532bea1724547.jpeg ,21,vehicles
KIA SPORTAGE ANNÉE 2013,7500000,Dakar, media/annonces/pics/thumbs/4d0acefbae479b37c70121a550d4d7b2.jpeg ,21,vehicles
Peugeot 2008 ANNÉE 2016,6500000,Colobane, media/annonces/pics/thumbs/f538b555e0bf1c2aee27254589d627d3.jpeg ,21,vehicles
Piaggio free live 50cc,265000,Dakar, media/annonces/pics/thumbs/435024049d6e4ba89269222b63bff2bc.jpeg ,21,vehicles
Sportcity derbi 125cc nouveau modèle ,650000,Guédiawaye, media/annonces/pics/thumbs/6240e6c174a5528f6442ffe22a3f917f.jpeg ,21,vehicles
Range rover Evoque  Anné 2015,18500000,Dakar, media/annonces/pics/thumbs/d6d239702797cf82ea552b4afd942563.jpeg ,21,vehicles
MERCEDES GLS 450 ANNÉE 2018,52500000,Dakar, media/annonces/pics/thumbs/f556a506cb3e73af71a5f232f71ba750.jpeg ,21,vehicles
Mazda 3 Année 2013,9500000,Dakar, media/annonces/pics/thumbs/82d4869519691b845c50121f96c15997.jpeg ,21,vehicles
Peugeot 3008 ANNÉE 2020,15500000,Dakar, media/annonces/pics/thumbs/ba0da5f34167cd5fee2f0a3ced54bfbd.jpeg ,21,vehicles
Citroen jumper ANNÉE 2015,9000000,Dakar, media/annonces/pics/thumbs/4630b1f26fe0dd664242c88073a23cc1.jpeg ,21,vehicles
Ford Escape SEL 2013,5000000,Dakar, media/annonces/pics/thumbs/d2f20a59deb901cbb5bbf262c52a0970.jpeg ,21,vehicles
Toyota Rav4 XLE Année 2019,27500000,Dakar, media/annonces/pics/thumbs/210d1b0cb6d1549a1cf5be67ad1e7140.jpeg ,21,vehicles
FORD FUSION TITANIUM 2015,5500000,Dakar, media/annonces/pics/thumbs/38274e5da2dea034140bf1a64b3242a5.jpeg ,21,vehicles
TOYOTA HIACE ANNÉE 2015,15000000,Dakar, media/annonces/pics/thumbs/04fe25f0096f041ce271b171e57c80fb.jpeg ,21,vehicles
Toyota hilux 2017,18000000,Dakar, media/annonces/pics/thumbs/b9316830958e1321e2c00982daa8f659.jpeg ,21,vehicles
HYUNDAI SANTA FE SPORT Année 2014,9800000,Dakar, img/nophoto.png ,21,vehicles
Range rover velar  R DYNAMIC SE equivalent AMG Année: 2018,47000000,Dakar, media/annonces/pics/thumbs/f5fbd285cf43acaade9ab9c16b3df4f8.jpeg ,21,vehicles
Toyota land cruiser prado ANNÉE  2018,35500000,Dakar, media/annonces/pics/thumbs/2132afdd5098a1fac4def58995c6667e.jpeg ,21,vehicles
RENAULT FLUENCE ANNÉE 2012,3100000,Dakar, media/annonces/pics/thumbs/b8debda235fa5b4b3e50ad66f4623650.jpeg ,21,vehicles
NISSAN ROGUE 2010,3700000,Dakar, media/annonces/pics/thumbs/3d8b6ade98ab98378555a931e5b14fcf.jpeg ,21,vehicles
Mitsubishi RVR ANNÉE 2013,6600000,Dakar, media/annonces/pics/thumbs/c2f61a28f9a7573ba0174756fe708b57.jpeg ,21,vehicles
FORD FIESTA  Année 2010,2650000,Dakar, media/annonces/pics/thumbs/63127033f7e400cbd52a0793e96f8f36.jpeg ,21,vehicles
Citroën Berlingo Année 2014,6000000,Dakar, media/annonces/pics/thumbs/a114e82c1929ffe652670b8d5b89746f.jpeg ,21,vehicles
Citroën Jumper ANNÉE 2015,10000000,Dakar, media/annonces/pics/thumbs/dd540b090e37a28e391ce923523d6e22.jpeg ,21,vehicles
KIA k5 2016,8300000,Dakar, media/annonces/pics/thumbs/2cd2fdf2bd7c664f88d88a08dbd4de09.jpeg ,21,vehicles
FORD EDGE TITANIUM 2017 GRISE,14500000,Sicap liberté, media/annonces/pics/thumbs/ae9a2f40c1a24a35e87982623d406dca.jpg ,21,vehicles
Peugeot 5008 année 2014 ,4900000,Dakar, media/annonces/pics/thumbs/4a5b5e173e5094ee0305219235f29fb4.jpeg ,21,vehicles
Kia Sportage 2023,22500000,Dakar, media/annonces/pics/thumbs/b78a5936e148c49a9aecad573cc6e51e.jpeg ,21,vehicles
BMW X3 XDRIVE 30I ANNÉE 2020,2020,Dakar, media/annonces/pics/thumbs/482d5438ac67dc21cf962f24561dba74.jpeg ,21,vehicles
PEUGEOT 308 ANNÉE 2009,3500000,Dakar, media/annonces/pics/thumbs/8b2a6515cb72ab5a79dbee062f988d06.jpeg ,21,vehicles
Housse de Volant en Strass,7500,Grand Dakar, media/annonces/pics/thumbs/b37106c47abba2fbaa316e380cd41fe9.jpg ,21,vehicles
Piaggio liberty 50cc,290000,Dakar, media/annonces/pics/thumbs/4e36ae84b4bb47dd7dbe88800174ec57.jpeg ,21,vehicles
Yamaha neos4 4tamps 50cc injection nouveau modèle ,365000,Dakar, media/annonces/pics/thumbs/368baa2a23779e2a0941cfcec2713291.jpeg ,21,vehicles
NISSAN SANTRA 2011,3000000,Dakar, media/annonces/pics/thumbs/0f357ae81572790da91b3fc61a2c14bf.jpeg ,21,vehicles
TOYOTA COROLLA D4D,3500000,Dakar, media/annonces/pics/thumbs/ecf1e56ce3efa14e1e3e4418e9f6ae9a.jpeg ,22,vehicles
PEUGEOT 208 ANNÉE 2012,3500000,Dakar, media/annonces/pics/thumbs/5cf801672b22f0ff960c9eb618409c06.jpeg ,22,vehicles
Mitsubishi Pajero 2008,2950000,Dakar, media/annonces/pics/thumbs/dd8e803b76ad4aa419df38ed561eaa3f.jpeg ,22,vehicles
Honda,4000000,Dakar, media/annonces/pics/thumbs/ad7c4f9778d7624f8e19413f41839bae.jpg ,22,vehicles
Renault Clio 4 Sport Année 2015,4800000,Dakar, media/annonces/pics/thumbs/91811bb9f34074ed5c2167f2b177a6dc.jpeg ,22,vehicles
MAZDA CX5 ANNÉE 2015,8000000,Dakar, media/annonces/pics/thumbs/2903716a6d34b33b613193ed0ebb6022.jpeg ,22,vehicles
Hyundai Tucson 2015,9600000,Dakar, media/annonces/pics/thumbs/a587209244e9af91520b843a3571cd32.jpeg ,22,vehicles
Hyundai  SANTA FE ANNÉE 2015,7300000,Dakar, media/annonces/pics/thumbs/6377be76a1878b9a80e7a5a5a1f9cc6c.jpeg ,22,vehicles
